workload,engine,runs,operations_per_sec,best_operations_per_sec,worst_operations_per_sec,points_per_sec,logical_mib_per_sec,p50_us,p99_us,sync_p50_ms,sync_p99_ms,file_bytes,bytes_per_point
point-lookup-warm,chronotail,5,1881558.985265455,3202865.46280349,1563949.9282037509,1881558.985265455,28.710311664817123,0.125,0.333,0.0,0.0,16022401,160.22401
point-lookup-warm,nanots,5,880409.8920812923,1367593.8383059616,615537.8710567697,880409.8920812923,13.433988831806829,1.042,3.0,0.0,0.0,85073920,850.7392
point-lookup-warm,sqlite,5,210094.71843055412,368129.6090701363,131252.80142698047,210094.71843055412,3.2057909916771563,4.542,7.041,0.0,0.0,35966976,359.66976
range-100-compressed-warm,chronotail,5,166210.9254506818,309561.26429934293,120623.73922786133,16621092.545068178,253.6177451334866,5.625,8.916,0.0,0.0,7178293,0.7178293
range-100-raw-warm,chronotail,5,1228813.8363258308,2203957.9249445214,1001136.7006212524,122881383.63258308,1875.0211125577252,0.375,0.792,0.0,0.0,16022401,1.6022401
range-100-raw-warm,nanots,5,52699.57412910261,102354.97476390503,42475.56814770957,5269957.412910261,80.41316853195589,17.0,32.209,0.0,0.0,85073920,8.507392
range-100-raw-warm,sqlite,5,44737.793476810344,93910.42180306393,36358.04218305501,4473779.347681034,68.26445537843375,20.667,51.459,0.0,0.0,35966976,3.5966976
storage-random,nanots,5,3478397.6353207286,4760643.946161141,1826897.1419399236,3478397.6353207286,53.0761357928578,0.042,0.125,0.0,0.0,800169984,80.0169984
storage-random,sqlite,5,665976.5706445553,1521702.4152289543,563750.8208123865,665976.5706445553,10.161996012032398,0.917,5.5,2234.464583,2234.464583,374206464,37.4206464
storage-random-compressed,chronotail,5,11568941.24013733,22442119.686212126,10861648.716530401,11568941.24013733,176.52803405971267,0.042,0.083,0.34,0.34,107845511,10.7845511
storage-random-raw,chronotail,5,15499799.761961825,25683471.990779184,13383529.760656007,15499799.761961825,236.5081750787632,0.042,0.084,0.294166,0.294166,160198060,16.019806
storage-smooth,nanots,5,2975059.924199942,4924535.999150266,2754107.0561573114,2975059.924199942,45.395811831664155,0.042,0.125,0.0,0.0,800169984,80.0169984
storage-smooth,sqlite,5,735172.1205365951,1449219.9575897027,662812.9964330981,735172.1205365951,11.21783631189873,0.958,4.833,1914.06925,1914.06925,374206464,37.4206464
storage-smooth-compressed,chronotail,5,12516201.957464647,22304045.007849876,10841625.441232337,12516201.957464647,190.98208553260264,0.042,0.084,0.311542,0.311542,71759521,7.1759521
storage-smooth-raw,chronotail,5,15329385.377874142,26939812.44227792,10940910.562183065,15329385.377874142,233.90785793875338,0.042,0.083,0.293333,0.293333,160198060,16.019806
